Last offer,90.0,91.125,92.25,93.375,94.5,95.625,96.75,97.875,99.0,100.125,101.25,102.375,103.5,104.625,105.75,106.875,108.0,109.125,110.25,111.375
90.0,7.190386,7.278494,8.079058,8.848502,8.864207,9.082387,8.942995,9.664642,9.672482,9.68761,9.478743,9.463327,9.463562,9.2436,9.152242,9.294384,9.155969,9.275742,9.315554,9.189133
91.125,7.0508375,7.1908207,8.049421,8.77937,8.899514,9.166825,9.050715,9.76132,9.833196,9.811208,9.605439,9.587327,9.554677,9.372428,9.2891,9.408834,9.278097,9.415051,9.404158,9.306197
92.25,6.859652,7.0199475,7.9636965,8.612772,8.839719,9.152944,9.082496,9.762102,9.869641,9.82961,9.643316,9.60934,9.544904,9.40906,9.324959,9.430198,9.310557,9.454062,9.396586,9.309589
93.375,6.6248436,6.797308,7.8160133,8.373603,8.701653,9.056898,9.033305,9.671322,9.807565,9.755573,9.59132,9.539426,9.447045,9.359544,9.271324,9.3615465,9.253,9.4010315,9.301782,9.22343
94.5,6.3657627,6.539529,7.63116,8.080155,8.521429,8.911108,8.941509,9.525751,9.679941,9.618919,9.483126,9.412167,9.303095,9.258691,9.167355,9.237785,9.131852,9.282145,9.163166,9.078229
95.625,6.1479964,6.320981,7.4705877,7.8099446,8.355054,8.776084,8.856853,9.382095,9.552199,9.484864,9.376947,9.287303,9.163598,9.162706,9.0661335,9.116699,9.015094,9.166192,9.029061,8.939543
96.75,5.9356794,6.1064367,7.3012953,7.5304985,8.171599,8.62116,8.749185,9.21135,9.395652,9.324193,9.243521,9.135608,8.999051,9.041823,8.93836,8.968995,8.873273,9.023916,8.870036,8.777465
97.875,5.702626,5.8701534,7.0998163,7.2187366,7.949424,8.424993,8.597722,8.993754,9.190823,9.116932,9.062914,8.937161,8.789241,8.8756075,8.764055,8.77474,8.68621,8.835339,8.665923,8.571415
99.0,5.6212444,5.792759,7.056631,7.048378,7.872172,8.379072,8.59632,8.91487,9.123097,9.0465145,9.024299,8.879505,8.714836,8.847912,8.726951,8.722135,8.642541,8.794038,8.60162,8.505232
100.125,5.634164,5.817299,7.107438,6.967883,7.8830123,8.418716,8.679237,8.924902,9.133121,9.0601,9.066214,8.906256,8.733029,8.898277,8.77276,8.753476,8.687005,8.838688,8.626086,8.525284
101.25,5.636882,5.8222833,7.1532164,6.8715143,7.8755956,8.441136,8.727285,8.916554,9.11864,9.04699,9.090217,8.900138,8.736133,8.901595,8.779041,8.759198,8.703197,8.847634,8.625603,8.508019
102.375,5.6472454,5.8084307,7.1915126,6.779711,7.8635793,8.45044,8.754802,8.898668,9.079186,9.013308,9.096127,8.876874,8.72458,8.876767,8.747151,8.735718,8.690249,8.8137245,8.599624,8.458388
103.5,5.693453,5.8302813,7.2410774,6.684055,7.8736596,8.452785,8.733838,8.898962,9.034889,8.957203,9.117454,8.85267,8.718445,8.852316,8.720502,8.722394,8.668792,8.786389,8.577356,8.413343
104.625,5.7851386,5.865433,7.3230515,6.6030583,7.8981104,8.476182,8.710074,8.915275,9.006098,8.9224615,9.159141,8.855941,8.738561,8.837223,8.72089,8.734999,8.65044,8.763752,8.577891,8.389407
105.75,5.93333,5.902268,7.4170837,6.5486493,7.951248,8.515095,8.675507,8.925731,8.984283,8.906826,9.197239,8.865421,8.774762,8.8354845,8.747396,8.758112,8.642462,8.743558,8.58559,8.366863
106.875,6.1399403,5.9321213,7.5247054,6.509828,8.046426,8.560138,8.594426,8.90541,8.96097,8.903643,9.203679,8.8718405,8.823889,8.841117,8.803096,8.79324,8.6421385,8.6999855,8.586672,8.33476
108.0,6.3440366,5.9583335,7.630138,6.466293,8.144575,8.597615,8.494809,8.871336,8.93351,8.894818,9.195629,8.871393,8.868174,8.841808,8.859286,8.8300495,8.641607,8.642829,8.582226,8.296594
109.125,6.573878,5.979018,7.7516522,6.419069,8.235827,8.610428,8.3870945,8.832731,8.890402,8.868872,9.179478,8.860978,8.89846,8.850778,8.9067745,8.853388,8.652128,8.5836,8.568275,8.259107
110.25,6.8010364,5.9970217,7.870408,6.369912,8.32246,8.617574,8.276725,8.791165,8.843117,8.838469,9.159336,8.846717,8.92398,8.856991,8.949554,8.871856,8.660125,8.521716,8.550482,8.219082
111.375,7.0264034,6.0096416,7.9879622,6.3215656,8.400398,8.621368,8.159436,8.748408,8.795702,8.805894,9.137754,8.832105,8.944077,8.860606,8.9884405,8.887228,8.665633,8.458797,8.530321,8.1757
